filename,file prefix,sort order,Title#1,Author#1,Note#1,Description#1,Container#1,Container#2,Collection title#1,Collection dates#1,Collection number#1,Abstract#1,Collector#1,Biography#1,Subject#1,Collection size#1,Repository#1,Access restrictions#1,Copy restrictions#1,Preferred citation#1,ln_RECORDID,ln_MEDIAID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
hol_boothm1.tif,hol_boothm,1,"Booth, Mary L. ALS, 2 pages, April 18, 1874.","Booth, Mary L",page 1,Mary Booth regrets that the sudden visit of a friend made her miss Holland's gathering for Mr. Burbank.,Box 1 Folder 6,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429350,125803,,boothm01.jpg
hol_boothm2.tif,hol_boothm,2,"Booth, Mary L. ALS, 2 pages, April 18, 1874.","Booth, Mary L",page 2,Mary Booth regrets that the sudden visit of a friend made her miss Holland's gathering for Mr. Burbank.,Box 1 Folder 6,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430590,125804,,boothm02.jpg
hol_boucicaultd1.tif,hol_boucicaultd,1,"Boucicault, Dion. Note, 2 pages, [Oct. 28.]","Boucicault, Dion",page 1,"Boucicault declines, because of work, a writing assignment for which he recommends two other people.",Box 1 Folder 7,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429356,125448,,hol_boucicaultd1.jpg
hol_boucicaultd2.tif,hol_boucicaultd,2,"Boucicault, Dion. Note, 2 pages, [Oct. 28.]","Boucicault, Dion",page 2,"Boucicault declines, because of work, a writing assignment for which he recommends two other people.",Box 1 Folder 7,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430595,125449,,hol_boucicaultd2.jpg
hol_bowless.tif,hol_bowless,1,"Bowles, Samuel. ALS, 1 page, June 17, 1872.","Bowles, Samuel",page 1,"Bowles, former partner of Holland in the Springfield ""Republican"", asks Holland to keep a member of his staff informed early of the enterprises of Scribner's for his paper's information. Graphology analysis by Mrs. Mary DeLapp available.",,Box 1 Folder 8,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429362,125450,,hol_bowless1.jpg
hol_bryantc1.tif,hol_bryantc,1,"Bryant, William Cullen. Holograph poem, 7 pages, signed [1876].","Bryant, William Cullen",page 1,Published in Scribner's August 1876.,Box 1 Folder 9,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429368,125451,,hol_bryantc1.jpg
hol_bryantc2.tif,hol_bryantc,2,"Bryant, William Cullen. Holograph poem, 7 pages, signed [1876].","Bryant, William Cullen",page 2,Published in Scribner's August 1876.,Box 1 Folder 9,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430600,125452,,hol_bryantc2.jpg
hol_bryantc3.tif,hol_bryantc,3,"Bryant, William Cullen. Holograph poem, 7 pages, signed [1876].","Bryant, William Cullen",page 3,Published in Scribner's August 1876.,Box 1 Folder 9,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430605,125453,,hol_bryantc3.jpg
hol_bryantc4.tif,hol_bryantc,4,"Bryant, William Cullen. Holograph poem, 7 pages, signed [1876].","Bryant, William Cullen",page 4,Published in Scribner's August 1876.,Box 1 Folder 9,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430620,125454,,hol_bryantc4.jpg
hol_bryantc5.tif,hol_bryantc,5,"Bryant, William Cullen. Holograph poem, 7 pages, signed [1876].","Bryant, William Cullen",page 5,Published in Scribner's August 1876.,Box 1 Folder 9,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430625,125455,,hol_bryantc5.jpg
hol_bryantc6.tif,hol_bryantc,6,"Bryant, William Cullen. Holograph poem, 7 pages, signed [1876].","Bryant, William Cullen",page 6,Published in Scribner's August 1876.,Box 1 Folder 9,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430610,125456,,hol_bryantc6.jpg
