filename,file prefix,sort order,Title#1,Author#1,Author URI#1,Note#1,Description#1,Container#1,Genre Form#1,Genre Form URI#1,Collection title#1,Collection dates#1,Collection number#1,Abstract#1,Collector#1,Biography#1,Subject#1,Subject URI#1,Collection size#1,Repository#1,Subject#2,Subject URI#2,Subject#3,Subject URI#3,Subject#4,Subject URI#4,IANA Media Type#1,Access restrictions#1,Access restrictions URI#1,Copy restrictions#1,Preferred citation#1,Identifier ARK#1,ln_RECORDID,ln_MEDIAID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME,lnexp_PAGEURL
hol_danar2.tif,hol_danar,2,"Dana, Richard H., Jr. ALS, 3 pages, October 4, 1875.","Dana, Richard Henry, Jr., 1815-1882",http://id.loc.gov/authorities/names/n79053869,page 2,"Dana declines a request to write an article on Henry Adams, because of pressure of his law work, at the same time writing a full accolade of Adams. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 17,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/mm0s9f3180xh,430675,125811,4883,dr-2.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430675~125811
hol_danar3.tif,hol_danar,3,"Dana, Richard H., Jr. ALS, 3 pages, October 4, 1875.","Dana, Richard Henry, Jr., 1815-1882",http://id.loc.gov/authorities/names/n79053869,page 3,"Dana declines a request to write an article on Henry Adams, because of pressure of his law work, at the same time writing a full accolade of Adams. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 17,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/gp178r26d757,430680,125812,4883,dr-3.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430680~125812
hol_davisr1.tif,hol_davisr,1,"Davis, Rebecca Harding. ALS, 2 1/2 pages, [March 23].","Davis, Rebecca Harding, 1831-1910",http://id.loc.gov/authorities/names/n50059077,page 1,"Upon learning that Holland is to lecture in Philadelphia, Davis writes inviting him to stay with them.",Box 1 Folder 18,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/g89c9v25b975,429422,125805,4883,davisr01.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~429422~125805
hol_davisr2.tif,hol_davisr,2,"Davis, Rebecca Harding. ALS, 2 1/2 pages, [March 23].","Davis, Rebecca Harding, 1831-1910",http://id.loc.gov/authorities/names/n50059077,page 2,"Upon learning that Holland is to lecture in Philadelphia, Davis writes inviting him to stay with them.",Box 1 Folder 18,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/9q8x5n9802nb,430685,125806,4883,davisr02.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430685~125806
hol_davisr3.tif,hol_davisr,3,"Davis, Rebecca Harding. ALS, 2 1/2 pages, [March 23].","Davis, Rebecca Harding, 1831-1910",http://id.loc.gov/authorities/names/n50059077,page 3,"Upon learning that Holland is to lecture in Philadelphia, Davis writes inviting him to stay with them.",Box 1 Folder 18,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/c58h2412076k,430690,125807,4883,davisr03.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430690~125807
hol_dickinsone1.tif,hol_dickinsone,1,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily, 1830-1886",http://id.loc.gov/authorities/names/n79054166,page 1,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/91754q47j3b6,429428,125479,4883,hol_dickinson1.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~429428~125479
hol_dickinsone2.tif,hol_dickinsone,2,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily, 1830-1886",http://id.loc.gov/authorities/names/n79054166,page 2,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/qw0m5d7614z5,430695,125480,4883,hol_dickinson2.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430695~125480
hol_dickinsone3.tif,hol_dickinsone,3,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily, 1830-1886",http://id.loc.gov/authorities/names/n79054166,page 3,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/x5657t5815r1,430700,125481,4883,hol_dickinson3.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430700~125481
hol_dickinsone4.tif,hol_dickinsone,4,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily, 1830-1886",http://id.loc.gov/authorities/names/n79054166,page 4,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/0h601851f426,430705,125482,4883,hol_dickinson4.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430705~125482
hol_dickinsone5.tif,hol_dickinsone,5,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily, 1830-1886",http://id.loc.gov/authorities/names/n79054166,page 5,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/nv8j7s59b3j4,430710,125483,4883,hol_dickinson5.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430710~125483
hol_dickinsone6.tif,hol_dickinsone,6,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily, 1830-1886",http://id.loc.gov/authorities/names/n79054166,"page 5, verso","Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/rq5m5702t2bp,430715,125484,4883,hol_dickinson6.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430715~125484
hol_dixj1.tif,hol_dixj,1,"Dix, John A. ALS, 1 page, Feb. 1, 1875.","Dix, John A. (John Adams), 1798-1879",http://id.loc.gov/authorities/names/n88125234,,"Dix, Governor of New York, agrees to see Holland on a matter he has proposed.",Box 1 Folder 20,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/f71t0j00r02h,429434,125485,4883,hol_dixj1.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~429434~125485
hol_duffields2.tif,hol_duffields,1,"Duffield, Samuel W. ALS, 5 pages, October 16, 1872.","Duffield, Samuel Willoughby, 1843-1887",http://id.loc.gov/authorities/names/n79106659,page 1,"Duffield declines Holland's invitation to the reception for George MacDonald and asks Holland to urge MacDonald to preach in Duffield's church in December ""for the sake of his great influence on young men.""",Box 1 Folder 21,letters (correspondence),http://vocab.getty.edu/page/aat/300026879,Holland Collection of Literary Letters (MS 168),1850/1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",http://id.worldcat.org/fast/186242,1 box (1 linear foot),University of Colorado Boulder Libraries Rare and Distinctive Collections,Scribner & Co.,http://id.loc.gov/authorities/names/nr90010169,Litterateurs,http://id.worldcat.org/fast/1000472,Periodicals,http://id.worldcat.org/fast/1058072,image/tiff,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",https://ark.colorado.edu/ark:/47540/rd393z06k650,430735,125487,4883,hol_duffields_B1.jpg,https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~60~60~430735~125487
